name,num_qubits,width,depth,num_cnot,num_t,num_2qbit,num_3qbit
portfoliovqe_indep_qiskit_6.qasm,6,12,26,0,0,45,0
wstate_indep_qiskit_86.qasm,86,172,173,85,0,170,0
graphstate_indep_qiskit_90.qasm,90,180,9,0,0,90,0
qpeexact_indep_qiskit_129.qasm,129,257,386,0,0,8320,0
qwalk-v-chain_indep_qiskit_25.qasm,25,50,878,6,0,6,864
twolocalrandom_indep_qiskit_68.qasm,68,136,274,6834,0,6834,0
qnn_indep_qiskit_73.qasm,73,146,725,10584,0,10584,0
su2random_indep_qiskit_106.qasm,106,212,426,16695,0,16695,0
ghz_indep_qiskit_21.qasm,21,42,22,20,0,20,0
twolocalrandom_indep_qiskit_87.qasm,87,174,350,11223,0,11223,0
realamprandom_indep_qiskit_53.qasm,53,106,214,4134,0,4134,0
random_indep_qiskit_42.qasm,42,84,475,1117,74,1958,107
qpeinexact_indep_qiskit_50.qasm,50,99,149,0,0,1249,0
qft_indep_qiskit_42.qasm,42,126,85,0,0,882,0
qft_indep_qiskit_118.qasm,118,354,237,0,0,6962,0
qftentangled_indep_qiskit_64.qasm,64,128,131,63,0,2111,0
graphstate_indep_qiskit_69.qasm,69,138,8,0,0,69,0
ae_indep_qiskit_116.qasm,116,232,690,230,0,6785,0
qft_indep_qiskit_5.qasm,0,0,0,0,0,0,0
graphstate_indep_qiskit_86.qasm,86,172,9,0,0,86,0
wstate_indep_qiskit_90.qasm,90,180,181,89,0,178,0
dj_indep_qiskit_12.qasm,12,23,14,11,0,11,0
ghz_indep_qiskit_7.qasm,7,14,8,6,0,6,0
twolocalrandom_indep_qiskit_91.qasm,91,182,366,12285,0,12285,0
ghz_indep_qiskit_37.qasm,37,74,38,36,0,36,0
su2random_indep_qiskit_110.qasm,110,220,442,17985,0,17985,0
qnn_indep_qiskit_65.qasm,65,130,645,8384,0,8384,0
dj_indep_qiskit_113.qasm,113,225,115,112,0,112,0
wstate_indep_qiskit_28.qasm,28,56,57,27,0,54,0
qftentangled_indep_qiskit_33.qasm,33,66,69,32,0,576,0
wstate_indep_qiskit_5.qasm,5,10,11,4,0,8,0
qft_indep_qiskit_15.qasm,15,45,31,0,0,112,0
random_indep_qiskit_15.qasm,15,30,164,153,7,266,15
twolocalrandom_indep_qiskit_29.qasm,29,58,118,1218,0,1218,0
qaoa_indep_qiskit_8.qasm,8,16,9,0,0,16,0
dj_indep_qiskit_45.qasm,45,89,47,44,0,44,0
qnn_indep_qiskit_6.qasm,6,12,55,65,0,65,0
qnn_indep_qiskit_32.qasm,32,64,315,2015,0,2015,0
qpeinexact_indep_qiskit_100.qasm,100,199,299,0,0,4999,0
ghz_indep_qiskit_60.qasm,60,120,61,59,0,59,0
twolocalrandom_indep_qiskit_126.qasm,126,252,506,23625,0,23625,0
twolocalrandom_indep_qiskit_28.qasm,28,56,114,1134,0,1134,0
qaoa_indep_qiskit_9.qasm,9,18,10,0,0,18,0
dj_indep_qiskit_44.qasm,44,87,46,43,0,43,0
qnn_indep_qiskit_7.qasm,7,14,65,90,0,90,0
qnn_indep_qiskit_33.qasm,33,66,325,2144,0,2144,0
qpeinexact_indep_qiskit_101.qasm,101,201,302,0,0,5100,0
ghz_indep_qiskit_61.qasm,61,122,62,60,0,60,0
twolocalrandom_indep_qiskit_127.qasm,127,254,510,24003,0,24003,0
dj_indep_qiskit_112.qasm,112,223,114,111,0,111,0
wstate_indep_qiskit_29.qasm,29,58,59,28,0,56,0
qftentangled_indep_qiskit_32.qasm,32,64,67,31,0,543,0
wstate_indep_qiskit_4.qasm,4,8,9,3,0,6,0
qft_indep_qiskit_14.qasm,14,42,29,0,0,98,0
random_indep_qiskit_14.qasm,14,28,106,96,6,184,15
dj_indep_qiskit_13.qasm,13,25,15,12,0,12,0
ghz_indep_qiskit_6.qasm,6,12,7,5,0,5,0
twolocalrandom_indep_qiskit_90.qasm,90,180,362,12015,0,12015,0
ghz_indep_qiskit_36.qasm,36,72,37,35,0,35,0
su2random_indep_qiskit_111.qasm,111,222,446,18315,0,18315,0
qnn_indep_qiskit_64.qasm,64,128,635,8127,0,8127,0
realamprandom_indep_qiskit_52.qasm,52,104,210,3978,0,3978,0
random_indep_qiskit_43.qasm,43,86,500,1158,44,2112,123
qft_indep_qiskit_43.qasm,43,129,87,0,0,924,0
qpeinexact_indep_qiskit_51.qasm,51,101,152,0,0,1300,0
qftentangled_indep_qiskit_65.qasm,65,130,133,64,0,2176,0
qft_indep_qiskit_119.qasm,119,357,239,0,0,7080,0
graphstate_indep_qiskit_68.qasm,68,136,8,0,0,68,0
qft_indep_qiskit_4.qasm,4,12,9,0,0,8,0
ae_indep_qiskit_117.qasm,117,234,696,232,0,6902,0
graphstate_indep_qiskit_87.qasm,87,174,12,0,0,87,0
wstate_indep_qiskit_91.qasm,91,182,183,90,0,180,0
twolocalrandom_indep_qiskit_69.qasm,69,138,278,7038,0,7038,0
qnn_indep_qiskit_72.qasm,72,144,715,10295,0,10295,0
su2random_indep_qiskit_107.qasm,107,214,430,17013,0,17013,0
ghz_indep_qiskit_20.qasm,20,40,21,19,0,19,0
twolocalrandom_indep_qiskit_86.qasm,86,172,346,10965,0,10965,0
ae_indep_qiskit_101.qasm,101,202,600,200,0,5150,0
qaoa_indep_qiskit_11.qasm,11,22,10,0,0,22,0
wstate_indep_qiskit_68.qasm,68,136,137,67,0,134,0
qftentangled_indep_qiskit_73.qasm,73,146,149,72,0,2736,0
qpeinexact_indep_qiskit_47.qasm,47,93,140,0,0,1104,0
qft_indep_qiskit_55.qasm,55,165,111,0,0,1512,0
random_indep_qiskit_55.qasm,55,110,694,1965,105,3546,203
realamprandom_indep_qiskit_44.qasm,44,88,178,2838,0,2838,0
portfoliovqe_indep_qiskit_7.qasm,7,14,30,0,0,63,0
wstate_indep_qiskit_87.qasm,87,174,175,86,0,172,0
graphstate_indep_qiskit_91.qasm,91,182,9,0,0,91,0
qpeexact_indep_qiskit_128.qasm,128,255,383,0,0,8191,0
dj_indep_qiskit_52.qasm,52,103,54,51,0,51,0
ghz_indep_qiskit_98.qasm,98,196,99,97,0,97,0
ghz_indep_qiskit_77.qasm,77,154,78,76,0,76,0
portfoliovqe_indep_qiskit_18.qasm,18,36,74,0,0,459,0
qpeinexact_indep_qiskit_117.qasm,117,233,350,0,0,6844,0
qnn_indep_qiskit_25.qasm,25,50,245,1224,0,1224,0
realamprandom_indep_qiskit_13.qasm,13,26,54,234,0,234,0
qpeinexact_indep_qiskit_10.qasm,10,19,29,0,0,49,0
random_indep_qiskit_119.qasm,119,238,1664,8797,408,16531,964
qftentangled_indep_qiskit_24.qasm,24,48,51,23,0,311,0
dj_indep_qiskit_104.qasm,104,207,106,103,0,103,0
graphstate_indep_qiskit_29.qasm,29,58,6,0,0,29,0
ghz_indep_qiskit_119.qasm,119,238,120,118,0,118,0
qftentangled_indep_qiskit_127.qasm,127,254,257,126,0,8190,0
qnn_indep_qiskit_100.qasm,100,200,995,19899,0,19899,0
random_indep_qiskit_5.qasm,5,10,25,11,2,23,1
vqe_indep_qiskit_5.qasm,5,10,10,8,0,8,0
ae_indep_qiskit_7.qasm,7,14,36,12,0,27,0
realamprandom_indep_qiskit_103.qasm,103,206,414,15759,0,15759,0
dj_indep_qiskit_29.qasm,29,57,31,28,0,28,0
twolocalrandom_indep_qiskit_45.qasm,45,90,182,2970,0,2970,0
qpeexact_indep_qiskit_36.qasm,36,71,107,0,0,647,0
qpeexact_indep_qiskit_104.qasm,104,207,311,0,0,5407,0
ae_indep_qiskit_89.qasm,89,178,528,176,0,4004,0
wstate_indep_qiskit_127.qasm,127,254,255,126,0,252,0
random_indep_qiskit_96.qasm,96,192,1300,5703,279,10627,622
realamprandom_indep_qiskit_87.qasm,87,174,350,11223,0,11223,0
qpeinexact_indep_qiskit_84.qasm,84,167,251,0,0,3527,0
su2random_indep_qiskit_36.qasm,36,72,146,1890,0,1890,0
qft_indep_qiskit_96.qasm,96,288,193,0,0,4608,0
random_indep_qiskit_79.qasm,79,158,1031,3946,167,7238,450
realamprandom_indep_qiskit_68.qasm,68,136,274,6834,0,6834,0
qft_indep_qiskit_79.qasm,79,237,159,0,0,3120,0
qwalk-noancilla_indep_qiskit_8.qasm,8,16,3020,1506,0,2886,6
qft_indep_qiskit_123.qasm,123,369,247,0,0,7564,0
ae_indep_qiskit_66.qasm,66,132,390,130,0,2210,0
wstate_indep_qiskit_44.qasm,44,88,89,43,0,86,0
graphstate_indep_qiskit_52.qasm,52,104,10,0,0,52,0
portfolioqaoa_indep_qiskit_16.qasm,16,48,67,0,0,360,0
dj_indep_qiskit_91.qasm,91,181,93,90,0,90,0
twolocalrandom_indep_qiskit_12.qasm,12,24,50,198,0,198,0
pricingcall_indep_qiskit_21.qasm,21,42,2170,1068,0,1078,54
su2random_indep_qiskit_61.qasm,61,122,246,5490,0,5490,0
qpeexact_indep_qiskit_61.qasm,61,121,182,0,0,1860,0
ae_indep_qiskit_31.qasm,31,62,180,60,0,495,0
dj_indep_qiskit_128.qasm,128,255,130,127,0,127,0
wstate_indep_qiskit_13.qasm,13,26,27,12,0,24,0
grover-v-chain_indep_qiskit_17.qasm,17,34,51528,25550,0,51125,375
graphstate_indep_qiskit_115.qasm,115,230,9,0,0,115,0
qftentangled_indep_qiskit_9.qasm,9,18,21,8,0,48,0
dj_indep_qiskit_87.qasm,87,173,89,86,0,86,0
dj_indep_qiskit_68.qasm,68,135,70,67,0,67,0
qpeexact_indep_qiskit_77.qasm,77,153,230,0,0,2964,0
ghz_indep_qiskit_123.qasm,123,246,124,122,0,122,0
su2random_indep_qiskit_77.qasm,77,154,310,8778,0,8778,0
realamprandom_indep_qiskit_29.qasm,29,58,118,1218,0,1218,0
random_indep_qiskit_38.qasm,38,76,466,932,44,1657,78
qft_indep_qiskit_38.qasm,38,114,77,0,0,722,0
su2random_indep_qiskit_98.qasm,98,196,394,14259,0,14259,0
random_indep_qiskit_123.qasm,123,246,1659,9401,467,17620,942
graphstate_indep_qiskit_103.qasm,103,206,7,0,0,103,0
graphstate_indep_qiskit_13.qasm,13,26,7,0,0,13,0
ae_indep_qiskit_27.qasm,27,54,156,52,0,377,0
qpeexact_indep_qiskit_98.qasm,98,195,293,0,0,4801,0
qpeinexact_indep_qiskit_3.qasm,3,5,8,0,0,4,1
qnn_indep_qiskit_116.qasm,116,232,1155,26795,0,26795,0
qnn_indep_qiskit_48.qasm,48,96,475,4559,0,4559,0
twolocalrandom_indep_qiskit_53.qasm,53,106,214,4134,0,4134,0
realamprandom_indep_qiskit_115.qasm,115,230,462,19665,0,19665,0
qft_indep_qiskit_80.qasm,80,240,161,0,0,3200,0
su2random_indep_qiskit_20.qasm,20,40,82,570,0,570,0
qpeinexact_indep_qiskit_92.qasm,92,183,275,0,0,4231,0
realamprandom_indep_qiskit_91.qasm,91,182,366,12285,0,12285,0
random_indep_qiskit_80.qasm,80,160,1082,4043,175,7479,415
qpeexact_indep_qiskit_112.qasm,112,223,335,0,0,6271,0
qpeexact_indep_qiskit_20.qasm,20,39,59,0,0,199,0
graphstate_indep_qiskit_44.qasm,44,88,7,0,0,44,0
wstate_indep_qiskit_52.qasm,52,104,105,51,0,102,0
ae_indep_qiskit_70.qasm,70,140,414,138,0,2484,0
qftentangled_indep_qiskit_49.qasm,49,98,101,48,0,1248,0
random_indep_qiskit_18.qasm,18,36,161,196,12,357,16
qft_indep_qiskit_18.qasm,18,54,37,0,0,162,0
random_indep_qiskit_103.qasm,103,206,1420,6546,324,12376,720
graphstate_indep_qiskit_123.qasm,123,246,10,0,0,123,0
wstate_indep_qiskit_8.qasm,8,16,17,7,0,14,0
graphstate_indep_qiskit_33.qasm,33,66,7,0,0,33,0
wstate_indep_qiskit_25.qasm,25,50,51,24,0,48,0
qpeexact_indep_qiskit_57.qasm,57,113,170,0,0,1624,0
ghz_indep_qiskit_103.qasm,103,206,104,102,0,102,0
qwalk-noancilla_indep_qiskit_10.qasm,10,20,12188,6090,0,12066,6
su2random_indep_qiskit_57.qasm,57,114,230,4788,0,4788,0
dj_indep_qiskit_48.qasm,48,95,50,47,0,47,0
grover-noancilla_indep_qiskit_2.qasm,2,4,2,0,0,1,0
pricingcall_indep_qiskit_17.qasm,17,34,610,288,0,296,42
qaoa_indep_qiskit_5.qasm,5,10,10,0,0,10,0
twolocalrandom_indep_qiskit_24.qasm,24,48,98,828,0,828,0
ghz_indep_qiskit_82.qasm,82,164,83,81,0,81,0
pricingput_indep_qiskit_11.qasm,11,22,128,52,0,57,24
portfolioqaoa_indep_qiskit_3.qasm,3,9,15,0,0,9,2
qft_indep_qiskit_8.qasm,8,24,17,0,0,32,0
graphstate_indep_qiskit_64.qasm,64,128,10,0,0,64,0
wstate_indep_qiskit_72.qasm,72,144,145,71,0,142,0
ae_indep_qiskit_50.qasm,50,100,294,98,0,1274,0
qft_indep_qiskit_115.qasm,115,345,231,0,0,6612,0
qftentangled_indep_qiskit_69.qasm,69,138,141,68,0,2448,0
qftentangled_indep_qiskit_86.qasm,86,172,175,85,0,3783,0
wstate_indep_qiskit_111.qasm,111,222,223,110,0,220,0
twolocalrandom_indep_qiskit_73.qasm,73,146,294,7884,0,7884,0
qnn_indep_qiskit_87.qasm,87,174,865,15050,0,15050,0
qnn_indep_qiskit_68.qasm,68,136,675,9179,0,9179,0
routing_indep_qiskit_12.qasm,12,24,20,33,0,33,0
qftentangled_indep_qiskit_111.qasm,111,222,225,110,0,6270,0
random_indep_qiskit_59.qasm,59,118,719,2147,122,3965,231
realamprandom_indep_qiskit_48.qasm,48,96,194,3384,0,3384,0
qft_indep_qiskit_59.qasm,59,177,119,0,0,1740,0
qft_indep_qiskit_103.qasm,103,309,207,0,0,5304,0
ae_indep_qiskit_46.qasm,46,92,270,90,0,1080,0
wstate_indep_qiskit_64.qasm,64,128,129,63,0,126,0
graphstate_indep_qiskit_72.qasm,72,144,9,0,0,72,0
qpeexact_indep_qiskit_16.qasm,16,31,47,0,0,127,0
qpeexact_indep_qiskit_124.qasm,124,247,371,0,0,7687,0
wstate_indep_qiskit_107.qasm,107,214,215,106,0,212,0
vqe_indep_qiskit_12.qasm,12,24,17,22,0,22,0
qftentangled_indep_qiskit_90.qasm,90,180,183,89,0,4139,0
su2random_indep_qiskit_16.qasm,16,32,66,360,0,360,0
realamprandom_indep_qiskit_123.qasm,123,246,494,22509,0,22509,0
qpeexact_indep_qiskit_6.qasm,6,11,15,0,0,16,0
qnn_indep_qiskit_91.qasm,91,182,905,16470,0,16470,0
twolocalrandom_indep_qiskit_65.qasm,65,130,262,6240,0,6240,0
qftentangled_indep_qiskit_107.qasm,107,214,217,106,0,5830,0
qnn_indep_qiskit_120.qasm,120,240,1195,28679,0,28679,0
ae_indep_qiskit_11.qasm,11,22,60,20,0,65,0
dj_indep_qiskit_108.qasm,108,215,110,107,0,107,0
wstate_indep_qiskit_33.qasm,33,66,67,32,0,64,0
graphstate_indep_qiskit_25.qasm,25,50,7,0,0,25,0
qftentangled_indep_qiskit_28.qasm,28,56,59,27,0,419,0
random_indep_qiskit_115.qasm,115,230,1541,8264,386,15347,901
su2random_indep_qiskit_41.qasm,41,82,166,2460,0,2460,0
su2random_indep_qiskit_7.qasm,7,14,30,63,0,63,0
ghz_indep_qiskit_115.qasm,115,230,116,114,0,114,0
qpeexact_indep_qiskit_41.qasm,41,81,122,0,0,840,0
ghz_indep_qiskit_94.qasm,94,188,95,93,0,93,0
twolocalrandom_indep_qiskit_32.qasm,32,64,130,1488,0,1488,0
qnn_indep_qiskit_29.qasm,29,58,285,1652,0,1652,0
portfoliovqe_indep_qiskit_14.qasm,14,28,58,0,0,273,0
qpeinexact_indep_qiskit_88.qasm,88,175,263,0,0,3871,0
ae_indep_qiskit_85.qasm,85,170,504,168,0,3654,0
qpeexact_indep_qiskit_108.qasm,108,215,323,0,0,5831,0
ae_indep_qiskit_121.qasm,121,242,720,240,0,7380,0
realamprandom_indep_qiskit_2.qasm,2,4,8,3,0,4,0
wstate_indep_qiskit_48.qasm,48,96,97,47,0,94,0
qftentangled_indep_qiskit_53.qasm,53,106,109,52,0,1456,0
qwalk-noancilla_indep_qiskit_4.qasm,4,8,170,90,0,90,6
qpeinexact_indep_qiskit_67.qasm,67,133,200,0,0,2244,0
qft_indep_qiskit_75.qasm,75,225,151,0,0,2812,0
random_indep_qiskit_75.qasm,75,150,984,3511,153,6458,408
realamprandom_indep_qiskit_64.qasm,64,128,258,6048,0,6048,0
vqe_indep_qiskit_9.qasm,9,18,14,16,0,16,0
random_indep_qiskit_9.qasm,9,18,53,34,4,64,3
qnn_indep_qiskit_52.qasm,52,104,515,5355,0,5355,0
su2random_indep_qiskit_127.qasm,127,254,510,24003,0,24003,0
twolocalrandom_indep_qiskit_49.qasm,49,98,198,3528,0,3528,0
dj_indep_qiskit_25.qasm,25,49,27,24,0,24,0
random_indep_qiskit_22.qasm,22,44,203,213,11,461,36
realamprandom_indep_qiskit_33.qasm,33,66,134,1584,0,1584,0
qpeinexact_indep_qiskit_30.qasm,30,59,89,0,0,449,0
su2random_indep_qiskit_82.qasm,82,164,330,9963,0,9963,0
qft_indep_qiskit_22.qasm,22,66,45,0,0,242,0
graphstate_indep_qiskit_119.qasm,119,238,9,0,0,119,0
dj_indep_qiskit_124.qasm,124,247,126,123,0,123,0
qpeexact_indep_qiskit_82.qasm,82,163,245,0,0,3361,0
twolocalrandom_indep_qiskit_111.qasm,111,222,446,18315,0,18315,0
ghz_indep_qiskit_57.qasm,57,114,58,56,0,56,0
dj_indep_qiskit_72.qasm,72,143,74,71,0,71,0
qpeexact_indep_qiskit_94.qasm,94,187,281,0,0,4417,0
qftentangled_indep_qiskit_12.qasm,12,24,27,11,0,83,0
qft_indep_qiskit_34.qasm,34,102,69,0,0,578,0
su2random_indep_qiskit_94.qasm,94,188,378,13113,0,13113,0
qpeinexact_indep_qiskit_26.qasm,26,51,77,0,0,337,0
realamprandom_indep_qiskit_25.qasm,25,50,102,900,0,900,0
random_indep_qiskit_34.qasm,34,68,368,723,27,1278,83
qnn_indep_qiskit_13.qasm,13,26,125,324,0,324,0
qftentangled_indep_qiskit_5.qasm,5,10,13,4,0,16,0
qpeinexact_indep_qiskit_121.qasm,121,241,362,0,0,7320,0
ghz_indep_qiskit_41.qasm,41,82,42,40,0,40,0
twolocalrandom_indep_qiskit_107.qasm,107,214,430,17013,0,17013,0
dj_indep_qiskit_64.qasm,64,127,66,63,0,63,0
ae_indep_qiskit_93.qasm,93,186,552,184,0,4370,0
realamprandom_indep_qiskit_72.qasm,72,144,290,7668,0,7668,0
random_indep_qiskit_63.qasm,63,126,800,2508,116,4534,253
qft_indep_qiskit_63.qasm,63,189,127,0,0,1984,0
qpeinexact_indep_qiskit_71.qasm,71,141,212,0,0,2520,0
qftentangled_indep_qiskit_45.qasm,45,90,93,44,0,1056,0
graphstate_indep_qiskit_48.qasm,48,96,10,0,0,48,0
ghz_indep_qiskit_16.qasm,16,32,17,15,0,15,0
qnn_indep_qiskit_44.qasm,44,88,435,3827,0,3827,0
realamprandom_indep_qiskit_119.qasm,119,238,478,21063,0,21063,0
dj_indep_qiskit_33.qasm,33,65,35,32,0,32,0
